@relation donations

@attribute sequence_number   numeric
@attribute customer_id       numeric
@attribute 2008_ospital      numeric
@attribute 2009_Q1_hospital  numeric
@attribute 2009_Q2_hospital  numeric
@attribute 2009_Q3_hospital  numeric
@attribute 2009_Q4_hospital  numeric
@attribute mail_campaigns    numeric
@attribute phone_campaigns   numeric
@attribute email_campaigns   numeric
@attribute american_cancer   numeric
@attribute red_cross         numeric
@attribute ms_society        numeric
@attribute american_heart    numeric
@attribute save_the_children numeric
@attribute world_food        numeric
@attribute bloomberg         {0, 1}
@attribute better_home       {0, 1}
@attribute money             {0, 1}
@attribute new_yorker        {0, 1}
@attribute field_and_stream  {0, 1}
@attribute pc_world          {0, 1}
@attribute rolling_stone     {0, 1}
@attribute car               {0, 1}
@attribute class             {1, 2, 3, 4, 5, 6}

@data
264,110,92,101,136,82,51,0,2,0,247,304,38,209,95,152,1,1,0,1,0,0,1,0,4
265,12,0,11,3,8,12,0,1,1,10,32,35,6,9,37,0,1,1,1,1,1,1,0,2
266,2,10,1,13,12,2,2,1,2,7,28,22,58,26,59,0,1,1,1,0,1,1,1,2
267,43,89,159,109,38,42,2,2,1,13,5,10,0,3,22,1,0,1,1,0,0,1,1,3
268,119,145,187,151,240,48,1,2,2,15,34,15,48,37,27,1,0,1,1,0,1,1,0,4
269,23,21,41,37,52,30,2,0,2,26,47,29,16,17,40,1,1,0,0,0,0,0,1,3
270,1,18,51,17,62,107,0,1,0,9,4,6,14,8,0,1,1,1,1,1,1,0,0,3
271,3,10,42,34,4,6,2,2,2,1,22,16,12,21,21,1,0,0,0,0,1,0,1,3
272,46,140,27,114,115,40,0,0,1,37,11,28,12,5,23,0,0,0,1,1,1,1,0,3
273,105,28,39,46,5,35,1,0,0,1,0,1,5,0,5,0,0,1,0,1,0,0,1,3
274,2,5,2,8,0,1,2,2,2,64,92,21,85,75,94,0,0,0,1,0,1,1,1,2
275,44,43,11,10,26,53,1,1,0,9,44,17,9,39,30,0,0,1,0,0,0,1,1,3
276,126,34,63,175,120,113,1,1,2,5,20,20,7,10,19,0,0,1,1,1,1,1,0,4
277,38,101,42,119,2,140,0,2,1,53,57,53,17,4,29,1,0,0,1,1,0,1,0,3
278,19,23,15,0,9,28,1,0,0,3,52,7,56,6,0,0,1,0,0,1,1,1,0,3
279,3,173,2,95,103,115,2,1,0,21,32,42,28,41,26,1,0,0,0,0,1,1,1,3
280,3,58,1,33,52,36,1,2,0,1,16,9,11,38,35,1,0,0,1,0,0,0,0,3
281,1,56,68,2,62,28,2,1,1,1,1,1,1,3,1,1,0,1,1,1,0,1,0,3
282,98,7,7,38,28,13,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3
283,2,0,33,36,85,62,2,1,1,7,1,9,2,13,6,0,1,0,0,0,1,0,0,3
284,7,157,146,183,7,157,0,1,0,29,9,17,19,15,28,1,1,0,0,1,0,0,0,4
285,30,39,47,49,54,41,0,2,1,35,35,26,24,29,11,1,0,0,1,0,1,0,0,3
286,11,52,90,24,23,68,0,2,0,41,5,25,54,77,76,0,1,0,0,1,1,0,1,3
287,2,84,14,28,102,0,0,2,1,26,48,35,21,0,27,1,1,0,1,1,1,1,0,3
288,190,130,206,116,131,82,2,0,1,11,17,9,13,1,3,1,1,1,0,0,1,1,1,4
289,24,61,73,57,16,38,2,0,2,35,10,24,44,8,20,1,0,1,1,0,1,0,0,3
290,28,45,17,79,21,79,2,0,1,8,15,10,8,14,5,1,1,0,1,0,1,0,0,3
291,52,123,75,72,115,135,2,2,0,41,3,1,26,20,14,1,0,0,0,1,0,1,1,4
292,4,33,6,70,26,78,1,1,1,22,3,2,29,36,20,0,1,1,1,1,1,0,1,3
293,127,50,87,120,122,24,2,0,1,14,17,9,5,12,17,1,0,1,0,0,0,0,1,4
294,36,8,11,33,49,37,1,0,1,10,11,0,9,10,0,1,1,1,0,1,1,1,1,3
295,149,71,159,99,55,136,2,2,1,43,15,69,59,75,26,0,0,1,1,0,0,0,1,4
296,60,1,11,66,32,69,1,1,0,12,10,8,18,21,1,1,0,1,1,1,0,0,1,3
297,8,21,60,86,63,35,2,2,2,9,10,17,1,17,7,0,0,0,1,1,1,0,1,3
298,216,22,89,82,92,110,2,2,1,9,8,5,17,39,34,0,1,1,1,0,1,1,0,4
299,119,32,67,82,121,49,0,1,2,34,48,34,42,14,85,1,0,1,0,0,1,0,1,3
300,23,116,60,106,9,104,0,2,1,28,35,5,26,15,11,1,1,1,1,0,0,1,1,3
301,31,33,38,27,13,40,1,2,1,4,19,36,54,8,36,1,0,1,0,1,1,0,0,3
302,24,26,21,12,2,25,2,2,2,15,8,3,11,24,42,0,1,1,1,0,1,0,1,3
303,74,119,139,98,160,76,1,0,0,17,18,8,5,16,11,0,1,0,0,0,1,0,0,4
304,12,57,64,68,1,2,0,2,1,28,48,35,20,58,24,1,0,0,1,1,0,0,0,3
305,59,150,161,95,90,116,0,0,0,19,12,15,10,15,11,0,0,1,1,1,0,1,1,4
306,46,3,42,24,56,63,1,0,2,47,54,82,31,49,3,1,0,1,0,1,0,1,1,3
307,73,140,93,42,105,62,2,2,2,45,0,44,12,64,27,1,1,1,1,0,0,1,0,4
308,213,92,123,74,78,103,2,2,1,26,17,16,31,20,35,1,1,0,1,1,0,1,0,4
309,42,91,22,87,52,110,0,2,2,5,36,88,2,49,38,1,0,0,0,1,1,0,0,3
310,73,91,152,90,22,50,0,1,1,36,5,2,2,89,25,1,1,0,0,1,0,1,1,3
311,17,1,7,4,1,9,1,2,2,1,17,16,4,22,22,0,0,1,1,0,1,0,0,2
312,20,16,28,59,30,0,1,1,1,43,48,7,36,44,28,1,1,1,1,1,1,1,0,3
313,38,29,6,45,44,6,0,0,1,13,2,35,10,1,5,0,0,1,1,0,1,0,0,3
314,5,2,0,6,6,8,1,2,2,44,9,8,29,45,47,0,0,0,0,1,1,1,1,2
315,3,2,1,7,6,2,2,0,1,81,50,49,85,78,64,1,1,0,0,1,0,0,1,2
316,116,49,1,70,6,91,1,0,1,48,25,40,33,26,0,0,0,0,1,1,1,0,0,3
317,18,172,76,4,9,154,2,2,0,14,22,92,53,1,59,0,1,1,0,1,0,0,0,3
318,80,6,112,52,87,153,2,2,1,5,8,21,19,46,76,0,0,1,1,1,1,0,1,3
319,0,19,24,17,4,8,0,1,0,35,20,28,15,22,15,1,0,1,1,0,0,1,0,3
320,6,15,3,40,40,3,2,2,2,42,13,15,18,29,18,0,1,1,0,1,0,0,1,3
321,130,202,89,37,210,174,2,1,0,59,3,85,89,77,80,0,0,0,1,1,1,1,0,4
322,81,111,79,143,55,121,2,2,2,23,36,39,26,28,21,1,0,1,1,0,0,1,1,4
323,56,187,175,151,68,50,2,2,2,33,12,2,9,27,17,0,1,1,0,0,0,0,0,4
324,16,21,18,22,14,21,2,0,1,13,8,8,6,18,1,1,0,0,0,1,0,0,0,3
325,21,89,151,58,95,46,2,2,0,900,945,630,300,225,375,0,0,1,1,0,0,0,0,3
326,148,57,86,161,172,195,2,2,2,5,3,0,4,0,2,1,1,0,1,0,1,0,1,4
327,15,30,23,32,13,25,0,0,0,3,8,5,1,8,0,1,1,0,0,0,1,1,0,3
328,131,16,55,133,128,96,1,0,2,75,21,69,4,33,20,0,1,0,1,1,1,0,1,4
329,108,125,102,9,114,14,0,2,0,8,37,36,1,40,4,0,0,1,0,0,1,1,0,3
330,0,20,97,110,70,107,1,0,0,3,2,0,1,2,1,1,1,1,0,1,0,1,1,3
331,49,91,121,93,93,41,2,2,0,82,55,55,18,50,68,1,0,0,1,0,1,0,0,3
332,85,68,36,87,34,9,1,1,1,6,19,33,71,25,11,0,0,0,1,0,1,0,1,3
333,155,19,10,187,85,52,2,2,2,75,1,64,63,43,25,0,1,1,1,0,1,1,0,4
334,167,145,119,31,58,34,1,2,0,12,11,17,32,7,44,0,0,0,0,0,1,0,0,4
335,18,89,66,8,39,46,0,1,2,11,1,2,11,1,3,1,1,0,1,1,0,1,0,3
336,96,148,143,159,157,98,2,2,1,46,0,11,54,31,18,1,0,1,1,1,0,1,0,4
337,15,61,65,17,66,44,0,0,2,43,14,26,0,1,22,0,0,1,1,1,1,1,0,3
338,7,91,108,29,32,55,2,2,0,40,5,70,58,15,51,0,1,0,1,0,0,1,1,3
339,166,127,1,212,204,117,0,2,0,20,0,15,19,12,29,0,1,0,1,0,0,1,1,4
340,51,140,54,46,108,79,1,0,1,30,17,21,34,10,21,0,0,1,1,0,0,0,0,3
341,88,91,65,35,14,70,1,0,2,25,26,17,16,24,3,0,0,0,1,0,0,0,0,3
342,55,22,31,113,106,68,0,2,0,37,17,41,23,17,37,0,0,0,1,1,0,0,0,3
343,62,101,136,45,1,117,1,1,1,7,4,2,4,5,5,1,1,0,0,0,0,1,1,3
344,23,6,6,4,1,7,2,2,2,14,28,60,26,57,55,1,1,0,0,1,1,0,1,2
345,113,134,22,53,103,136,2,0,0,25,53,20,50,17,33,0,0,1,0,1,0,0,1,4
346,82,127,126,45,143,170,2,0,0,39,30,52,70,75,96,0,0,1,0,1,0,0,0,4
347,2,0,4,1,1,4,2,1,0,16,7,64,1,9,18,0,1,1,1,1,0,1,1,2
348,48,48,90,17,64,68,2,1,0,64,46,16,72,79,69,0,0,1,1,0,0,0,0,3
349,28,6,26,14,10,14,2,2,1,48,6,54,51,52,62,1,0,1,1,1,0,1,0,3
350,34,17,18,20,21,14,0,0,2,1,22,2,27,11,18,1,0,1,0,0,1,0,0,3
351,38,168,45,42,17,67,2,0,0,16,51,43,14,46,20,0,0,0,1,1,0,1,0,3
352,34,34,40,5,22,0,1,2,2,28,21,27,13,26,15,0,1,0,0,1,0,1,0,3
353,59,71,33,17,72,59,1,2,2,32,78,92,95,91,83,1,0,1,1,1,0,0,1,3
354,15,84,76,123,89,39,1,1,1,14,10,15,34,19,7,1,0,0,1,0,1,1,1,3
355,68,80,31,133,65,125,0,1,0,35,1,7,21,22,45,0,1,0,0,0,0,0,0,4
356,35,13,185,40,153,172,2,0,0,15,43,25,55,23,51,1,0,1,0,1,0,0,1,4
357,128,41,77,96,107,131,0,0,2,28,39,20,29,53,11,1,1,0,1,1,0,0,1,4
358,3,35,27,26,24,9,0,2,0,9,15,4,23,1,15,0,1,0,0,0,0,0,1,3
359,46,1,81,25,49,47,0,1,0,2,20,12,2,39,17,1,0,1,0,0,0,1,1,3
360,19,8,21,66,61,68,2,1,1,28,42,1,51,24,11,1,0,1,1,0,1,0,0,3
361,6,45,28,46,12,15,1,2,2,5,2,13,7,16,16,1,1,1,1,1,1,1,0,3
362,75,81,111,64,91,64,2,2,0,65,35,44,27,27,22,0,1,0,1,1,0,0,1,3
363,48,94,46,92,109,40,2,2,1,31,9,9,22,31,21,1,0,0,1,0,1,0,1,3
364,74,26,49,45,53,22,2,2,1,26,20,0,13,79,85,1,0,0,0,0,1,1,1,3
365,110,68,63,137,42,148,1,0,1,29,11,5,18,29,22,1,0,0,0,0,1,0,1,4
366,3,40,33,30,33,7,2,2,0,12,42,33,35,36,13,1,1,1,1,0,0,0,0,3
367,126,52,170,135,106,4,2,2,1,4,4,1,3,4,4,1,1,1,0,0,1,0,0,4
368,4,0,3,2,7,0,0,1,1,84,58,12,70,66,3,1,1,1,0,1,1,0,0,2
369,17,34,29,39,0,56,2,0,2,57,19,44,38,64,34,1,0,1,1,0,1,1,0,3
370,157,10,119,56,51,57,2,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3
371,121,99,36,138,10,89,1,2,1,3,1,14,11,24,1,0,1,1,1,0,1,0,0,3
372,20,184,88,84,62,76,1,2,0,60,53,49,3,50,47,1,0,1,1,1,1,1,1,4
373,170,101,33,129,96,7,1,2,2,60,5,24,56,18,11,1,0,1,1,0,1,0,1,4
374,68,49,61,50,1,43,1,0,1,6,16,25,3,9,14,0,0,1,1,1,1,1,1,3
375,105,116,96,122,31,87,0,1,1,38,10,26,25,73,36,0,1,0,1,1,0,0,0,4
376,1,18,1,0,25,16,1,0,0,13,2,33,36,6,10,1,1,1,0,0,1,0,0,3
377,13,21,10,4,10,0,1,0,0,2,1,1,8,8,8,0,0,1,0,1,1,1,0,3
378,37,44,24,46,26,1,0,0,0,30,15,25,7,1,4,0,0,1,0,0,0,0,0,3
379,107,3,170,92,92,191,2,2,2,84,15,56,11,25,79,1,0,0,0,0,1,0,1,4
380,21,0,4,22,3,29,1,0,1,67,53,38,72,22,78,0,0,1,1,1,0,0,1,3
381,116,0,51,180,167,63,1,2,0,12,5,8,3,0,1,1,1,1,0,1,1,1,0,4
382,146,119,66,14,91,25,1,1,2,80,78,48,40,35,46,0,0,0,0,1,0,1,0,3
383,41,20,44,24,4,6,1,1,1,58,43,92,0,29,7,1,1,1,0,0,0,0,0,3
384,167,162,16,154,119,126,2,0,2,26,26,29,28,1,12,0,1,1,1,0,1,1,1,4
385,12,8,6,24,17,13,2,1,0,36,9,14,36,4,27,0,1,1,1,0,1,0,0,3
386,7,19,1,4,0,31,0,1,0,56,9,39,45,3,40,0,1,0,1,1,0,0,1,3
387,132,84,75,28,57,35,2,0,2,7,6,8,8,6,7,0,0,0,1,1,0,0,1,3
388,12,6,13,1,12,12,1,2,1,13,36,20,5,3,22,1,0,0,0,1,1,0,1,3
389,5,6,1,9,7,2,2,2,2,69,42,81,37,82,50,1,1,0,0,0,0,0,1,2
390,58,45,80,117,63,52,1,1,2,72,0,0,63,72,108,0,1,0,0,1,1,1,0,3
391,170,155,60,98,140,39,0,0,1,4,46,56,34,0,59,0,1,1,0,0,1,1,0,4
392,64,86,78,43,22,47,2,1,2,15,61,0,23,49,61,0,0,0,1,0,1,1,0,3
393,2,3,4,5,6,7,0,2,0,7,1,8,3,4,0,0,1,1,0,0,1,1,1,1
394,167,121,87,188,43,50,2,1,2,8,13,15,19,1,14,0,1,1,0,1,1,1,1,4
395,17,23,6,14,47,43,0,2,0,1320,1100,1280,700,800,1160,0,0,1,0,1,0,0,1,3
396,83,18,91,0,7,127,1,0,1,65,63,65,73,43,13,0,1,0,0,1,1,0,0,3
397,21,61,32,17,44,31,1,0,2,38,9,32,33,6,28,0,0,0,0,0,1,0,0,3
398,105,102,76,13,3,13,2,0,0,24,56,9,23,40,43,0,1,0,1,0,1,1,0,3
399,32,108,55,70,76,80,2,1,0,5,21,8,21,18,13,1,1,1,1,0,1,0,0,3
400,68,49,130,42,135,33,0,2,2,9,5,24,3,37,48,1,0,1,1,0,0,0,1,3
401,112,90,132,169,180,7,1,0,1,67,17,63,15,5,75,1,1,1,0,1,0,1,1,4
402,70,29,73,75,78,88,0,1,0,0,18,11,13,18,14,0,0,1,0,1,0,1,1,3
403,51,183,101,216,42,42,1,0,1,52,34,35,39,23,54,1,0,1,0,0,1,0,1,4
404,148,109,25,20,125,119,2,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,4
405,59,69,53,15,26,6,1,2,1,18,19,11,24,10,5,0,0,0,0,1,1,0,0,3
406,42,194,166,1,100,79,2,0,0,31,9,34,28,9,12,1,1,1,1,1,0,0,1,4
407,19,13,182,48,136,16,1,2,0,38,71,38,13,30,61,0,0,0,1,1,0,0,0,3
408,174,82,100,103,49,134,1,2,0,15,7,10,5,1,12,1,0,1,0,0,0,1,0,4
409,34,28,22,37,11,9,0,0,1,54,35,42,6,46,31,0,0,0,1,1,0,0,0,3
410,107,25,78,142,92,79,2,1,0,30,38,60,48,39,53,1,1,1,1,0,0,1,0,4
411,11,19,14,19,23,1,2,2,1,14,6,20,7,9,4,0,0,1,1,0,1,1,0,3
412,7,136,37,11,124,15,2,1,2,46,82,47,7,46,33,1,0,0,1,1,1,1,0,3
413,2,5,7,5,5,5,2,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,2
414,90,27,58,74,29,61,0,2,1,36,22,22,4,17,38,0,0,0,1,1,0,0,1,3
415,0,23,21,21,8,8,0,2,2,1,50,63,14,51,29,0,0,1,1,0,0,1,0,3
416,16,8,4,6,17,16,0,2,0,54,21,9,17,41,35,0,1,0,1,1,1,0,1,3
417,3,39,76,72,119,111,0,0,0,1,7,1,9,7,8,0,0,1,1,1,1,0,1,3
418,40,82,65,8,3,24,0,1,1,13,0,15,10,15,15,1,0,0,1,0,1,0,0,3
419,12,17,35,29,4,17,0,1,0,37,9,39,10,9,8,1,1,1,0,1,1,0,1,3
420,1,36,30,14,19,21,2,0,2,26,25,23,35,15,41,0,0,1,1,0,0,0,0,3
421,47,29,111,28,88,121,1,0,0,62,38,52,54,63,31,1,0,0,0,0,1,0,0,3
422,72,107,71,102,16,6,0,1,1,58,21,38,81,6,93,0,0,0,0,1,0,1,1,3
423,8,82,50,41,50,11,2,0,2,5,12,3,3,0,11,1,0,1,1,1,1,0,1,3
424,0,3,7,11,0,17,0,2,0,15,79,1,62,75,55,1,1,0,0,0,0,1,1,2
425,74,63,147,91,93,42,1,1,0,27,41,26,6,7,11,1,1,1,0,0,0,0,0,4
426,129,80,46,109,162,26,2,2,0,53,80,26,23,21,7,1,1,0,0,1,0,0,0,4
427,61,93,114,144,0,15,1,1,0,19,40,76,24,58,50,1,0,0,1,1,1,1,1,3
428,13,100,102,93,34,83,0,1,0,19,28,72,13,24,16,0,0,1,0,0,0,0,0,3
429,0,57,75,121,53,14,2,2,1,56,8,5,31,70,40,1,0,1,0,1,1,1,1,3
430,118,7,40,39,113,39,0,1,0,31,23,29,31,24,38,1,1,1,1,1,0,0,1,3
431,36,13,24,18,57,40,1,1,1,5,2,68,68,38,11,1,0,0,1,1,0,1,0,3
432,23,41,36,34,44,26,1,2,1,5,4,4,10,1,3,0,1,1,0,0,1,0,0,3
433,118,10,72,100,139,123,1,2,2,12,15,4,5,9,5,0,0,0,1,1,1,0,1,4
434,12,54,178,54,48,32,0,1,0,40,34,14,14,13,41,0,0,0,0,0,0,1,0,3
435,222,209,41,143,63,147,1,1,1,94,56,88,6,91,36,1,1,0,0,0,1,1,1,4
436,83,89,65,66,72,64,2,0,0,44,22,3,81,33,14,0,0,1,0,1,0,1,1,3
437,115,57,83,86,58,91,0,0,2,42,30,1,58,53,45,1,1,1,1,0,0,1,0,3
438,9,17,37,22,17,12,1,0,0,1,4,2,2,4,4,0,1,0,0,1,1,1,0,3
439,47,39,80,52,67,27,2,0,1,29,90,52,35,13,62,0,1,1,0,0,0,0,0,3
440,40,99,173,187,174,102,0,1,2,28,18,5,27,27,9,1,0,1,0,1,1,1,1,4
441,33,37,16,11,77,72,0,1,1,21,8,3,35,22,16,1,0,1,0,1,0,1,1,3
442,135,112,137,83,51,112,2,0,2,12,21,18,36,9,6,0,1,0,1,0,0,0,0,4
443,24,40,18,55,4,36,1,2,0,66,14,47,0,78,40,0,1,1,0,0,0,0,1,3
444,20,50,31,49,10,45,1,1,0,44,4,11,7,96,26,1,1,1,1,1,0,0,0,3
445,84,11,43,59,63,55,1,1,2,1,16,18,13,27,19,0,0,1,0,0,0,1,1,3
446,10,58,16,56,23,23,0,2,0,24,20,15,10,37,45,0,1,0,0,1,1,0,0,3
447,54,51,150,224,128,221,2,1,1,6,75,69,48,47,23,1,0,1,1,0,0,0,1,4
448,92,0,93,104,65,131,1,2,2,27,26,46,50,30,14,1,0,1,0,0,1,1,0,3
449,59,58,48,63,55,43,2,2,2,80,66,76,59,40,32,0,0,1,0,1,1,1,0,3
450,22,113,77,48,53,114,2,1,2,52,12,24,52,42,22,0,1,0,0,1,0,1,0,3
451,19,43,0,71,39,27,2,2,2,35,33,10,61,19,0,1,0,1,1,1,1,0,0,3
452,17,23,0,0,7,21,0,2,0,45,33,4,15,26,18,0,1,1,1,1,1,0,1,3
453,15,3,78,22,16,53,0,1,0,49,56,45,66,87,3,0,0,0,1,1,0,1,1,3
454,125,116,79,174,17,114,1,2,2,53,69,63,77,65,60,0,0,0,1,1,1,0,0,4
455,11,131,77,40,33,106,2,2,2,17,41,15,56,22,0,0,0,1,0,1,0,1,0,3
456,24,48,0,31,44,27,0,2,0,0,0,26,0,13,26,1,1,1,0,0,0,1,0,3
457,167,132,128,73,113,186,2,2,0,12,20,46,16,26,20,0,1,0,0,0,1,1,1,4
458,22,22,23,7,13,28,2,1,0,6,4,1,2,3,0,0,1,1,1,1,0,0,1,3
459,0,4,2,4,3,0,1,1,2,33,3,0,10,16,18,0,0,0,1,0,0,0,1,2
460,123,149,109,104,98,164,2,0,0,7,12,12,22,13,6,0,1,1,0,0,0,1,0,4
461,3,2,37,64,28,22,2,1,1,50,0,15,25,19,37,0,1,1,0,0,0,1,1,3
462,89,64,93,76,31,75,0,1,0,88,37,77,33,68,40,1,0,0,1,1,0,1,0,3
463,4,3,11,4,6,10,1,0,0,11,6,4,5,22,15,0,1,1,0,1,0,0,0,2
464,37,3,7,35,59,32,0,2,0,66,20,57,22,48,37,0,0,0,0,0,0,1,1,3
465,52,41,79,153,133,118,0,0,1,34,34,34,11,37,3,1,1,0,0,1,1,1,1,4
466,11,12,26,40,13,29,2,0,2,24,5,59,57,25,50,1,0,0,0,1,0,0,0,3
467,184,2,1,48,10,33,2,0,1,40,30,22,6,12,3,0,1,1,1,0,0,1,1,3
468,34,181,88,40,96,178,0,2,2,38,22,0,16,12,5,0,1,0,0,1,0,1,0,4
469,38,56,3,20,19,59,2,1,0,29,39,10,16,46,18,1,1,0,0,1,1,1,0,3
470,30,97,64,77,70,192,1,0,0,15,11,23,14,15,6,1,0,0,1,1,0,0,0,4
471,117,109,24,25,160,111,1,0,1,3,26,11,24,24,16,1,0,1,1,0,0,1,1,4
472,41,30,25,10,23,9,0,1,1,37,6,19,28,39,9,1,1,0,0,1,1,1,0,3
473,62,5,76,20,95,42,1,2,1,6,6,7,2,2,9,0,1,1,0,0,1,1,0,3
474,160,155,107,113,100,2,1,1,1,37,0,2,40,19,7,1,0,1,0,0,0,0,0,4
475,86,8,107,104,21,180,0,1,0,33,12,74,76,32,48,0,1,1,0,1,1,1,1,4
476,5,59,26,50,40,25,2,1,1,53,53,19,57,67,73,1,1,1,0,1,1,0,1,3
477,67,23,17,29,28,34,2,2,0,69,43,22,14,53,1,1,1,1,1,0,1,0,0,3
478,103,21,63,82,36,27,0,2,2,8,20,13,3,3,14,1,1,0,0,0,0,1,1,3
479,171,138,94,15,74,167,1,0,0,17,3,24,27,17,10,1,1,1,1,1,1,1,1,4
480,2,21,33,33,45,30,1,2,1,13,13,22,14,27,18,1,0,0,0,0,1,1,0,3
481,24,16,48,33,11,30,2,2,1,4,17,6,21,8,6,1,0,0,1,1,0,0,1,3
482,38,15,35,36,12,28,0,1,1,0,8,10,6,12,21,1,1,0,0,0,1,0,1,3
483,115,242,70,43,139,139,0,2,2,40,28,25,44,33,16,1,0,0,1,1,1,0,0,4
484,43,55,52,4,17,80,1,0,1,21,3,19,14,23,12,1,1,0,1,0,1,1,0,3
485,179,50,9,107,130,88,1,0,2,44,16,3,23,18,14,0,0,1,0,1,1,1,0,4
486,0,13,4,14,2,6,1,0,0,0,3,7,5,10,2,0,0,1,1,0,1,1,0,2
487,70,113,32,56,37,106,1,1,2,43,53,56,54,2,54,0,0,1,1,1,1,0,1,3
488,145,83,79,11,162,170,2,1,2,56,34,68,1,60,17,0,0,1,1,1,0,1,0,4
489,0,4,5,0,1,7,2,1,0,5,11,10,11,3,12,1,1,0,0,1,1,1,0,2
490,13,30,9,27,17,31,2,0,1,31,31,6,31,26,8,1,1,1,1,0,1,1,1,3
491,77,45,91,107,9,56,1,1,1,13,9,15,30,8,27,1,0,0,0,1,1,0,0,3
492,113,101,64,168,196,6,0,2,1,40,44,19,47,29,46,1,0,1,1,1,1,1,0,4
493,13,58,97,45,59,50,1,0,0,0,6,4,7,2,3,1,0,1,0,0,1,1,1,3
494,108,103,146,166,26,165,2,2,1,36,20,14,5,12,35,1,0,1,1,0,1,0,1,4
495,132,115,150,54,14,169,0,0,2,87,92,61,26,51,77,1,1,0,1,0,1,0,0,4
496,165,179,87,87,177,29,2,0,2,74,53,16,40,73,22,0,0,1,0,0,1,1,1,4
497,70,23,62,49,60,4,1,1,0,21,14,66,42,32,27,1,1,0,1,0,0,1,1,3
498,141,73,96,166,97,48,2,1,0,18,35,13,0,28,1,0,1,1,0,0,1,1,1,4
499,74,82,127,37,113,11,1,2,0,6,72,0,65,61,36,0,0,1,1,1,0,1,0,3
500,86,68,34,41,36,35,2,1,2,41,15,36,24,37,11,0,1,0,0,1,0,0,0,3
501,76,37,49,52,74,15,2,2,0,61,52,54,39,34,35,1,0,1,0,0,0,1,0,3
502,23,11,32,12,13,5,2,1,1,47,35,39,16,51,7,1,1,0,0,1,0,1,1,3
503,2,0,2,2,2,1,2,0,1,25,22,22,22,0,30,1,1,1,1,0,1,0,1,2
504,75,38,58,55,9,65,0,0,0,468,312,984,444,204,12,1,1,1,0,1,1,1,0,3
505,66,28,19,54,45,96,1,1,1,30,39,25,34,16,58,0,1,0,1,0,0,1,0,3
506,8,0,6,7,3,3,2,0,1,19,34,12,9,46,14,0,0,0,0,0,1,1,0,2
507,55,76,12,41,72,86,2,1,1,23,9,5,17,10,3,1,0,1,0,0,0,1,0,3
508,33,107,24,119,117,57,1,1,2,1,4,7,11,4,3,0,0,1,1,1,1,1,0,3
509,15,2,17,6,15,18,0,0,2,41,19,67,75,34,12,0,1,0,0,1,1,0,1,3
510,19,35,3,57,35,54,2,2,2,46,28,14,36,16,36,0,0,0,0,0,0,0,0,3
511,14,39,0,8,82,81,2,1,0,59,35,53,33,1,10,1,0,0,0,1,1,1,0,3
512,37,81,111,166,86,136,2,2,1,29,19,34,33,13,46,1,1,1,0,1,1,1,0,4
513,85,35,69,60,61,79,0,0,0,1,1,4,0,1,4,0,1,0,1,1,0,1,1,3
514,41,67,96,28,17,13,2,0,0,22,18,16,29,39,26,1,1,0,0,0,0,0,1,3
515,29,123,63,42,39,97,0,1,1,10,4,15,3,6,4,1,0,0,1,1,0,0,0,3
516,153,160,98,75,105,109,0,0,2,12,39,5,4,35,4,0,0,0,1,1,0,0,1,4
517,45,124,233,17,14,73,1,0,2,25,27,79,7,65,70,0,0,0,1,0,1,0,0,4
518,33,147,78,149,156,84,2,0,0,58,21,25,59,66,18,0,0,1,1,0,1,0,1,4
519,0,5,0,4,1,5,1,1,2,18,43,24,4,30,10,1,0,0,0,1,0,0,1,2
520,8,40,13,24,10,118,0,2,1,78,13,42,7,72,74,0,1,0,1,1,1,1,1,3
521,8,37,27,15,14,22,0,1,1,30,72,44,45,24,53,0,0,1,1,1,1,1,0,3
522,40,41,22,48,204,156,2,1,2,24,52,0,70,46,19,1,0,1,1,0,1,0,1,4
523,26,25,7,24,28,16,0,2,0,28,64,65,9,21,93,0,1,0,1,1,0,1,1,3
524,48,92,24,120,158,186,0,2,0,10,70,64,7,14,26,0,0,1,1,0,1,1,1,4
525,47,14,58,20,58,34,1,0,1,27,28,22,25,22,28,0,1,1,0,0,1,1,0,3
526,103,64,17,35,134,51,1,1,0,83,5,15,67,23,42,0,0,0,0,1,0,0,1,3
527,128,105,47,16,103,96,1,0,1,95,89,18,4,1,51,1,0,0,0,1,0,1,1,3
528,167,52,129,117,163,20,1,0,2,47,37,33,13,29,4,1,0,0,0,0,1,0,1,4
529,93,27,140,161,158,19,0,0,2,7,58,16,15,9,15,0,1,0,0,0,1,1,0,4
530,10,10,12,9,7,3,2,2,1,24,6,17,20,46,4,1,0,0,1,0,1,0,0,3
531,91,184,151,73,3,105,0,2,1,67,68,24,39,71,9,0,1,0,0,1,0,1,0,4
532,51,101,24,21,21,20,0,1,1,60,4,9,27,13,8,0,1,0,0,0,1,0,0,3
533,90,97,65,75,42,11,0,1,2,76,54,32,69,8,73,1,0,1,1,1,1,0,0,3
534,32,86,46,28,84,22,1,2,0,35,44,48,44,12,56,0,1,1,1,1,0,1,0,3
